title,city,listing_city,district,size,rent,available_from,url,price_per_sqm,avg_ppm_diff,rent_index_diff,available_until,flatmates,flatmate_details,flatmates_female,flatmates_male,flatmates_diverse,rooms_free,room_type,online_since,straight_line_km,distance_km,duration_min,transit_distance_km,transit_duration_min,is_transit_estimated
WG-Zimmer in guter Lage,"Stuttgart
                            
                            Mitte","Stuttgart
                            
                            Mitte",,17.0,650.0,01.04.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Mitte.12986013.html,38.24,2.42,,,2,"0w,1m,0d,0n",0,1,0,,,,9.37,,,26.13,9.6,True
Top-Lage Stuttgart-Mitte!! Sehr großes WG Zimmer,"Stuttgart
                            
                            Mitte","Stuttgart
                            
                            Mitte",,25.0,650.0,01.02.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Mitte.12986621.html,26.0,-9.82,,,3,"0w,2m,0d,0n",0,2,0,,,,9.37,,,26.13,9.6,True
zentrale WG mit Balkonen und toller Aussicht,"Stuttgart
                            
                            Mitte","Stuttgart
                            
                            Mitte",,12.0,600.0,01.03.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Mitte.12986859.html,50.0,14.18,,,2,"1w,0m,0d,0n",1,0,0,,,,9.37,,,26.13,9.6,True
Zwei WG Zimmer im Kernerviertel,"Stuttgart
                            
                            Mitte","Stuttgart
                            
                            Mitte",,20.0,680.0,01.02.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Mitte.12990210.html,34.0,-1.82,,,3,"0w,1m,0d,0n",0,1,0,,,,9.37,,,26.13,9.6,True
Zimmer in 3er WG mitten im Zentrum zu vermieten,"Stuttgart
                            
                            Mitte","Stuttgart
                            
                            Mitte",,19.0,780.0,"16.03.2026
                    
                                            - 27.06.2026",https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Mitte.12995776.html,41.05,5.23,,,3,"1w,0m,0d,0n",1,0,0,,,,9.37,,,26.13,9.6,True
Untermieter für 3er WG direkt im Stadtzentrum gesucht,"Stuttgart
                            
                            Mitte","Stuttgart
                            
                            Mitte",,15.0,600.0,"01.03.2026
                    
                                            - 21.06.2026",https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Mitte.12995777.html,40.0,4.18,,,3,"1w,0m,0d,0n",1,0,0,,,,9.37,,,26.13,9.6,True
WG Zimmer dirket am Rotebühlplatz,"Stuttgart
                            
                            Mitte","Stuttgart
                            
                            Mitte",,25.0,655.0,01.02.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Mitte.12995901.html,26.2,-9.62,,,2,"0w,1m,0d,0n",0,1,0,,,,9.37,,,26.13,9.6,True
WG Zimmer Stuttgart Mitte,"Stuttgart
                            
                            Mitte","Stuttgart
                            
                            Mitte",,14.0,600.0,01.05.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Mitte.12996136.html,42.86,7.04,,,3,"2w,0m,0d,0n",2,0,0,,,,9.37,,,26.13,9.6,True
2er-WG Neugründung,"Stuttgart
                            
                            Mitte","Stuttgart
                            
                            Mitte",,14.0,670.0,"15.03.2026
                    
                                            - 01.03.2028",https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Mitte.13000035.html,47.86,12.04,,,2,"0w,0m,0d,0n",0,0,0,,,,9.37,,,26.13,9.6,True
Süßes WG Zimmer in grüner Bestlage,"Stuttgart
                            
                            Mitte","Stuttgart
                            
                            Mitte",,9.0,350.0,04.02.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Mitte.13000835.html,38.89,3.07,,,8,"3w,3m,0d,0n",3,3,0,,,,9.37,,,26.13,9.6,True
7 coole Socken suchen Nummer 8 :),"Stuttgart
                            
                            Mitte","Stuttgart
                            
                            Mitte",,12.0,490.0,01.03.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Mitte.13004636.html,40.83,5.01,,,8,"4w,3m,0d,0n",4,3,0,,,,9.37,,,26.13,9.6,True
WG-Zimmer im Heusteigviertel,"Stuttgart
                            
                            Mitte","Stuttgart
                            
                            Mitte",,21.0,745.0,15.03.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Mitte.13004969.html,35.48,-0.34,,,3,"0w,2m,0d,0n",0,2,0,,,,9.37,,,26.13,9.6,True
"modernes, möbiliertes Zimmer","Stuttgart
                            
                            Mitte","Stuttgart
                            
                            Mitte",,19.0,620.0,01.04.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Mitte.13005403.html,32.63,-3.19,,,10,"3w,4m,0d,0n",3,4,0,,,,9.37,,,26.13,9.6,True
Unbefristetes Zimmer im Zentrum Stuttgarts ab sofort frei,"Stuttgart
                            
                            Mitte","Stuttgart
                            
                            Mitte",,24.0,550.0,01.02.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Mitte.13009583.html,22.92,-12.9,,,4,"0w,0m,0d,0n",0,0,0,,,,9.37,,,26.13,9.6,True
WG-Neugründung in Stuttgart-Mitte - Mitbewohner:innen gesucht,"Stuttgart
                            
                            Mitte","Stuttgart
                            
                            Mitte",,10.0,500.0,02.02.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Mitte.13014560.html,50.0,14.18,,,3,"0w,0m,0d,0n",0,0,0,,,,9.37,,,26.13,9.6,True
WG-Zimmer frei - befristet bis 01.06,"Stuttgart
                            
                            Mitte","Stuttgart
                            
                            Mitte",,12.0,570.0,"02.02.2026
                    
                                            - 01.06.2026",https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Mitte.13014768.html,47.5,11.68,,,4,"2w,1m,0d,0n",2,1,0,,,,9.37,,,26.13,9.6,True
2er-WG Neugründung,"Stuttgart
                            
                            Mitte","Stuttgart
                            
                            Mitte",,20.0,830.0,"15.03.2026
                    
                                            - 01.04.2028",https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Mitte.13015666.html,41.5,5.68,,,2,"0w,0m,0d,0n",0,0,0,,,,9.37,,,26.13,9.6,True
Schönes 17qm Zimmer in moderner Berufstätigen WG in Stadtmitte,"Stuttgart
                            
                            Mitte","Stuttgart
                            
                            Mitte",,17.0,713.0,01.03.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Mitte.13020766.html,41.94,6.12,,,3,"2w,0m,0d,0n",2,0,0,,,,9.37,,,26.13,9.6,True
Freies 4er Wg Zimmer Stadtmitte  24m2,"Stuttgart
                            
                            Mitte","Stuttgart
                            
                            Mitte",,24.0,756.0,01.03.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Mitte.13020862.html,31.5,-4.32,,,4,"0w,3m,0d,0n",0,3,0,,,,9.37,,,26.13,9.6,True
WG-Zimmer 30qm - Stuttgart sehr zentral - 3er WG,"Stuttgart
                            
                            Mitte","Stuttgart
                            
                            Mitte",,30.0,845.0,01.03.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Mitte.13020865.html,28.17,-7.65,,,3,"0w,2m,0d,0n",0,2,0,,,,9.37,,,26.13,9.6,True
WG-Zimmer in Stuttgart Stadtmitte,"Stuttgart
                            
                            Mitte","Stuttgart
                            
                            Mitte",,18.0,550.0,01.03.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Mitte.13024284.html,30.56,-5.26,,,5,"3w,1m,0d,0n",3,1,0,,,,9.37,,,26.13,9.6,True
Zentrale WG im Heusteigviertel (Mitte),"Stuttgart
                            
                            Mitte","Stuttgart
                            
                            Mitte",,27.0,450.0,01.03.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Mitte.13024510.html,16.67,-19.15,,,5,"2w,1m,0d,0n",2,1,0,,,,9.37,,,26.13,9.6,True
Aktivie WG sucht neuen Mitbewohner!,"Stuttgart
                            
                            Mitte","Stuttgart
                            
                            Mitte",,12.0,540.0,01.03.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Mitte.13024555.html,45.0,9.18,,,8,"2w,5m,0d,0n",2,5,0,,,,9.37,,,26.13,9.6,True
Zwischenmiete: 19 qm Meter großes Zimmer in 4er WG in Stuttgart Mitte (Zeitraum flexibel),"Stuttgart
                            
                            Mitte","Stuttgart
                            
                            Mitte",,19.0,550.0,"01.03.2026
                    
                                            - 31.05.2026",https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Mitte.13025860.html,28.95,-6.87,,,4,"2w,1m,0d,0n",2,1,0,,,,9.37,,,26.13,9.6,True
süßes WG-Zimmer in WG-Haus,"Stuttgart
                            
                            Mitte","Stuttgart
                            
                            Mitte",,10.0,495.0,"01.04.2026
                    
                                            - 31.12.2026",https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Mitte.13029603.html,49.5,13.68,,,4,"1w,2m,0d,0n",1,2,0,,,,9.37,,,26.13,9.6,True
Ummöbliertes Zimmer frei in entspannter doppelt WG in Stuttgart-Mitte (ab Sofort!),"Stuttgart
                            
                            Mitte","Stuttgart
                            
                            Mitte",,11.0,520.0,13.02.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Mitte.13034118.html,47.27,11.45,,,5,"1w,3m,0d,0n",1,3,0,,,,9.37,,,26.13,9.6,True
Wg Zimmer vom 17.03. - 1.06.,"Stuttgart
                            
                            Mitte","Stuttgart
                            
                            Mitte",,12.0,400.0,"17.03.2026
                    
                                            - 01.06.2026",https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Mitte.13035285.html,33.33,-2.49,,,6,"0w,5m,0d,0n",0,5,0,,,,9.37,,,26.13,9.6,True
Schönes Zimmer in großer Stöckach-WG  ◡̈,"Stuttgart
                            
                            Mitte","Stuttgart
                            
                            Mitte",,15.0,475.0,01.03.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Mitte.13036715.html,31.67,-4.15,,,5,"2w,2m,0d,0n",2,2,0,,,,9.37,,,26.13,9.6,True
Neuer Mitbewohner gesucht asap,"Stuttgart
                            
                            Mitte","Stuttgart
                            
                            Mitte",,16.0,836.0,07.02.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Mitte.13040918.html,52.25,16.43,,,2,"1w,0m,0d,0n",1,0,0,,,,9.37,,,26.13,9.6,True
mitten in der City wohnen! WG-Partner/in gesicht. 2er WG,"Stuttgart
                            
                            Mitte","Stuttgart
                            
                            Mitte",,25.0,840.0,01.03.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Mitte.13044860.html,33.6,-2.22,,,2,"1w,0m,0d,0n",1,0,0,,,,9.37,,,26.13,9.6,True
WG nähe Gerber,"Stuttgart
                            
                            Mitte","Stuttgart
                            
                            Mitte",,20.0,500.0,01.03.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Mitte.13045260.html,25.0,-10.82,,,4,"1w,1m,1d,0n",1,1,1,,,,9.37,,,26.13,9.6,True
Sonniges 23m2 Balkonzimmer in Stuttgart-Mitte in 3er WG,"Stuttgart
                            
                            Mitte","Stuttgart
                            
                            Mitte",,23.0,682.0,01.03.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Mitte.13045459.html,29.65,-6.17,,,3,"1w,1m,0d,0n",1,1,0,,,,9.37,,,26.13,9.6,True
verwinkeltes WG-Zimmer in urigem Kneipenviertel,"Stuttgart
                            
                            Mitte","Stuttgart
                            
                            Mitte",,11.0,530.0,01.03.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Mitte.13045533.html,48.18,12.36,,,3,"0w,1m,0d,0n",0,1,0,,,,9.37,,,26.13,9.6,True
Großzügiges 28 qm-Zimmer in gemütlicher 3er WG in Stuttgart Mitte (Altbau)!,"Stuttgart
                            
                            Mitte","Stuttgart
                            
                            Mitte",,28.0,877.0,01.03.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Mitte.13046154.html,31.32,-4.5,,,3,"0w,2m,0d,0n",0,2,0,,,,9.37,,,26.13,9.6,True
helles WG-Zimmer in urigen Kneipenviertel,"Stuttgart
                            
                            Mitte","Stuttgart
                            
                            Mitte",,12.0,530.0,01.04.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Mitte.13046279.html,44.17,8.35,,,3,"0w,1m,0d,0n",0,1,0,,,,9.37,,,26.13,9.6,True
Haus WG in Stuttgart Mitte,"Stuttgart
                            
                            Mitte","Stuttgart
                            
                            Mitte",,10.0,450.0,"22.02.2026
                    
                                            - 30.06.2026",https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Mitte.13050816.html,45.0,9.18,,,7,"1w,5m,0d,0n",1,5,0,,,,9.37,,,26.13,9.6,True
Schönes WG-Zimmer in Stuttgart-Mitte,"Stuttgart
                            
                            Mitte","Stuttgart
                            
                            Mitte",,10.0,400.0,01.03.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Mitte.13055451.html,40.0,4.18,,,5,"0w,4m,0d,0n",0,4,0,,,,9.37,,,26.13,9.6,True
25qm dirket am Rotebühlplatz Stadtmitte,"Stuttgart
                            
                            Mitte","Stuttgart
                            
                            Mitte",,25.0,660.0,15.02.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Mitte.13056492.html,26.4,-9.42,,,2,"0w,1m,0d,0n",0,1,0,,,,9.37,,,26.13,9.6,True
Helles großes Zimmer mitten in Stuttgart,"Stuttgart
                            
                            Mitte","Stuttgart
                            
                            Mitte",,25.0,720.0,01.04.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Mitte.13056996.html,28.8,-7.02,,,5,"1w,3m,0d,0n",1,3,0,,,,9.37,,,26.13,9.6,True
WG-Zimmer in großer schöner Wohnung in Stuttgart-Mitte,"Stuttgart
                            
                            Mitte","Stuttgart
                            
                            Mitte",,14.0,595.0,10.03.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Mitte.13061193.html,42.5,6.68,,,3,"0w,2m,0d,0n",0,2,0,,,,9.37,,,26.13,9.6,True
"WG-Zimmer in Stuttgart Mitte, sehr zentral","Stuttgart
                            
                            Mitte","Stuttgart
                            
                            Mitte",,15.0,540.0,01.03.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Mitte.13065907.html,36.0,0.18,,,3,"2w,0m,0d,0n",2,0,0,,,,9.37,,,26.13,9.6,True
Zentrale WG mit Stellplatz in S-Mitte,"Stuttgart
                            
                            Mitte","Stuttgart
                            
                            Mitte",,23.0,762.0,16.04.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Mitte.13071089.html,33.13,-2.69,,,3,"1w,1m,0d,0n",1,1,0,,,,9.37,,,26.13,9.6,True
Zentralste WG Stuttgarts,"Stuttgart
                            
                            Mitte","Stuttgart
                            
                            Mitte",,12.0,480.0,01.03.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Mitte.13071917.html,40.0,4.18,,,4,"2w,1m,0d,0n",2,1,0,,,,9.37,,,26.13,9.6,True
WG in der Alexanderstraße,"Stuttgart
                            
                            Mitte","Stuttgart
                            
                            Mitte",,17.0,500.0,01.04.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Mitte.13072437.html,29.41,-6.41,,,4,"1w,2m,0d,0n",1,2,0,,,,9.37,,,26.13,9.6,True
"Leuschnerstraße, Stuttgart","Stuttgart
                            
                            Mitte","Stuttgart
                            
                            Mitte",,17.0,580.0,14.02.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Mitte.12282133.html,34.12,-1.7,,,2,"0w,0m,0d,0n",0,0,0,,,,9.37,,,26.13,9.6,True
"Rotebühlstraße, Stuttgart","Stuttgart
                            
                            Mitte","Stuttgart
                            
                            Mitte",,17.0,685.0,14.02.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Mitte.12309853.html,40.29,4.47,,,2,"0w,0m,0d,0n",0,0,0,,,,9.37,,,26.13,9.6,True
Zimmer - Zimmer in der Augustenstraße,"Stuttgart
                            
                            Mitte","Stuttgart
                            
                            Mitte",,21.0,685.0,04.03.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Mitte.12814264.html,32.62,-3.2,,,4,"0w,0m,0d,0n",0,0,0,,,,9.37,,,26.13,9.6,True
"Wangener Straße, Stuttgart","Stuttgart
                            
                            Mitte","Stuttgart
                            
                            Mitte",,17.0,460.0,05.09.2025,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Mitte.12281927.html,27.06,-8.76,,,2,"0w,0m,0d,0n",0,0,0,,,,9.37,,,26.13,9.6,True
